process_mode,input_quantity,source_material,source_state,source_grade,scenario,yield_percent,loss_percent,output_quantity
BALING,212.37,PP,WASHED,Technical Grade,SCN-3,98.67,1.33,209.55
TRANSFER,1619.69,GRANULE,GRANULE,Grade A,SCN-4,99.97,0.03,1619.14
RECYCLING,409.98,GRANULE,WASHED,Grade B,SCN-2,95.97,4.03,393.46
PRODUCTION,1420.75,LDPE,PROCESSED,Technical Grade,SCN-1,94.25,5.75,1339.07
INWARD,361.41,PRODUCT,SORTED,Grade C,SCN-4,99.67,0.33,360.22
RECYCLING,648.47,PRODUCT,SORTED,Grade B,SCN-1,91.74,8.26,594.91
TRANSFER,1262.1,GRANULE,GRANULE,Grade B,SCN-3,100.0,0.0,1262.1
QUALITY_CONTROL,1236.36,GRANULE,FLAKE,Grade A,SCN-6,96.91,3.09,1198.2
PRODUCTION,803.59,FLAKE,GRANULE,Food Grade,SCN-1,99.68,0.32,801.04
TRANSFER,219.2,PRODUCT,FLAKE,Grade B,SCN-2,98.71,1.29,216.38
TRANSFER,1891.43,LDPE,PROCESSED,Unknown,SCN-6,97.22,2.78,1838.91
INWARD,670.86,PP,GRANULE,Grade B,SCN-6,100.0,0.0,670.86
INWARD,818.61,MIXED,FLAKE,Technical Grade,SCN-5,99.65,0.35,815.76
INWARD,145.31,PVC,RAW,Grade B,SCN-5,100.0,0.0,145.31
INWARD,932.58,PET,RAW,Premium,SCN-1,100.0,0.0,932.58
RECEIPT,1281.01,PVC,RAW,Rejected,SCN-5,100.0,0.0,1281.01
MIXING,80.99,PRODUCT,FLAKE,Rejected,SCN-3,94.58,5.42,76.6
QC_PASS,355.82,LDPE,PROCESSED,Grade B,SCN-3,100.0,0.0,355.82
QC_PASS,326.84,PRODUCT,WASHED,Grade B,SCN-2,99.99,0.01,326.8
MIXING,2000.84,HDPE,BALE,Rejected,SCN-5,95.28,4.72,1906.49
QUALITY_CONTROL,1045.79,MIXED,RAW,Rejected,SCN-1,50.32,49.68,526.27
WASHING,860.24,PP,BALE,Grade A,SCN-5,99.41,0.59,855.19
BALING,771.31,MIXED,BALE,Grade C,SCN-4,97.8,2.2,754.31
QUALITY_CONTROL,1671.79,PP,PROCESSED,Premium,SCN-6,89.26,10.74,1492.18
MIXING,1520.27,GRANULE,RAW,Premium,SCN-5,99.68,0.32,1515.41
PRODUCTION,409.26,PRODUCT,PROCESSED,Rejected,SCN-1,92.54,7.46,378.74
RECEIPT,1065.76,MIXED,PROCESSED,Grade A,SCN-3,100.0,0.0,1065.76
WASHING,279.46,LDPE,SORTED,Technical Grade,SCN-2,93.79,6.21,262.12
WASHING,726.96,PRODUCT,RAW,Premium,SCN-5,98.87,1.13,718.78
BALING,1445.24,GRANULE,BALE,Technical Grade,SCN-1,100.0,0.0,1445.24
TRANSFER,2555.95,HDPE,BALE,Standard,SCN-1,99.35,0.65,2539.33
QC_PASS,2009.89,PVC,SORTED,Grade A,SCN-5,100.0,0.0,2009.89
QUALITY_CONTROL,51.5,FLAKE,RAW,Premium,SCN-6,99.55,0.45,51.27
BALING,201.28,FLAKE,GRANULE,Rejected,SCN-3,98.1,1.9,197.46
MANUFACTURING,313.12,MIXED,SORTED,Grade B,SCN-3,91.65,8.35,286.97
QC_PASS,844.34,GRANULE,RAW,Technical Grade,SCN-3,99.96,0.04,844.03
RECYCLING,541.01,PRODUCT,BALE,Technical Grade,SCN-1,93.51,6.49,505.89
RECYCLING,339.81,FLAKE,RAW,Grade B,SCN-1,94.56,5.44,321.32
TRANSFER,1079.09,PET,BALE,Unknown,SCN-4,100.0,0.0,1079.09
QUALITY_CONTROL,1571.19,HDPE,PROCESSED,Rejected,SCN-1,49.94,50.06,784.71
QUALITY_CONTROL,517.22,FLAKE,BALE,Grade A,SCN-6,100.0,0.0,517.22
QC_FAIL,317.76,LDPE,WASHED,Technical Grade,SCN-5,0.07,99.93,0.23
MANUFACTURING,2472.71,LDPE,WASHED,Grade C,SCN-1,92.48,7.52,2286.65
INWARD,531.49,MIXED,RAW,Grade B,SCN-2,100.0,0.0,531.49
INWARD,537.76,PET,GRANULE,Technical Grade,SCN-2,99.76,0.24,536.49
RECEIPT,564.22,PP,WASHED,Grade C,SCN-3,99.52,0.48,561.54
PRODUCTION,313.51,PET,BALE,Premium,SCN-2,99.8,0.2,312.89
SEGREGATION,689.02,HDPE,FLAKE,Grade A,SCN-1,98.54,1.46,678.95
BALING,820.34,LDPE,GRANULE,Grade B,SCN-4,97.7,2.3,801.48
WASHING,996.3,PVC,PROCESSED,Unknown,SCN-2,88.94,11.06,886.07
PRODUCTION,542.15,HDPE,PROCESSED,Standard,SCN-5,99.29,0.71,538.31
WASHING,801.48,MIXED,BALE,Standard,SCN-6,85.3,14.7,683.62
QC_FAIL,381.03,FLAKE,FLAKE,Technical Grade,SCN-5,0.0,100.0,0.0
BALING,372.77,LDPE,SORTED,Grade C,SCN-5,97.95,2.05,365.14
QUALITY_CONTROL,1012.78,PP,BALE,Grade A,SCN-2,86.23,13.77,873.3
MIXING,422.51,MIXED,SORTED,Standard,SCN-5,95.3,4.7,402.66
QC_FAIL,1288.33,GRANULE,GRANULE,Premium,SCN-2,0.36,99.64,4.62
BALING,1020.06,PP,GRANULE,Rejected,SCN-1,98.11,1.89,1000.8
BALING,3599.11,HDPE,WASHED,Technical Grade,SCN-6,98.1,1.9,3530.84
QC_PASS,2206.88,PVC,GRANULE,Rejected,SCN-3,100.0,0.0,2206.88
QC_FAIL,532.78,PRODUCT,SORTED,Standard,SCN-2,0.12,99.88,0.61
MANUFACTURING,68.28,FLAKE,SORTED,Rejected,SCN-4,92.29,7.71,63.01
RECYCLING,145.01,PP,FLAKE,Rejected,SCN-1,79.55,20.45,115.35
BALING,2074.17,GRANULE,WASHED,Grade C,SCN-1,98.54,1.46,2043.87
WASHING,950.62,MIXED,PROCESSED,Standard,SCN-6,85.89,14.11,816.44
BALING,1308.24,PRODUCT,PROCESSED,Premium,SCN-6,99.56,0.44,1302.47
INWARD,125.23,PP,SORTED,Unknown,SCN-2,99.73,0.27,124.89
QC_PASS,216.69,FLAKE,WASHED,Technical Grade,SCN-1,100.0,0.0,216.69
TRANSFER,2812.18,MIXED,SORTED,Grade A,SCN-4,97.15,2.85,2732.15
SEGREGATION,413.36,GRANULE,GRANULE,Standard,SCN-4,92.16,7.84,380.98
INWARD,98.69,FLAKE,PROCESSED,Food Grade,SCN-6,100.0,0.0,98.69
BALING,186.72,GRANULE,BALE,Rejected,SCN-5,98.32,1.68,183.58
MIXING,3905.6,PP,PROCESSED,Grade B,SCN-3,97.84,2.16,3821.44
RECEIPT,613.42,MIXED,RAW,Grade C,SCN-4,99.53,0.47,610.56
QUALITY_CONTROL,488.59,GRANULE,PROCESSED,Grade B,SCN-5,86.99,13.01,425.02
MANUFACTURING,484.61,FLAKE,WASHED,Technical Grade,SCN-1,99.73,0.27,483.32
TRANSFER,221.73,PP,SORTED,Standard,SCN-5,99.76,0.24,221.2
BALING,468.9,GRANULE,GRANULE,Unknown,SCN-5,100.0,0.0,468.9
TRANSFER,1051.2,PP,RAW,Grade A,SCN-6,99.99,0.01,1051.07
MANUFACTURING,1109.22,FLAKE,BALE,Grade C,SCN-3,94.34,5.66,1046.4
PRODUCTION,810.23,PRODUCT,RAW,Premium,SCN-3,99.3,0.7,804.54
PRODUCTION,346.23,PVC,PROCESSED,Premium,SCN-6,97.59,2.41,337.9
SEGREGATION,182.17,LDPE,WASHED,Standard,SCN-5,83.38,16.62,151.89
PRODUCTION,877.76,PRODUCT,PROCESSED,Unknown,SCN-5,97.43,2.57,855.2
QC_FAIL,673.87,MIXED,SORTED,Standard,SCN-3,0.0,100.0,0.0
RECEIPT,276.31,LDPE,WASHED,Grade C,SCN-1,100.0,0.0,276.31
BALING,3951.3,PET,RAW,Grade B,SCN-4,99.93,0.07,3948.49
INWARD,2896.89,PET,FLAKE,Rejected,SCN-6,100.0,0.0,2896.89
INWARD,185.11,PRODUCT,WASHED,Food Grade,SCN-5,99.67,0.33,184.49
RECEIPT,1143.27,PRODUCT,PROCESSED,Unknown,SCN-1,99.6,0.4,1138.67
TRANSFER,1236.09,HDPE,RAW,Premium,SCN-6,99.72,0.28,1232.63
BALING,679.9,MIXED,SORTED,Rejected,SCN-1,98.16,1.84,667.38
TRANSFER,104.52,FLAKE,WASHED,Standard,SCN-3,99.8,0.2,104.31
WASHING,1555.58,FLAKE,SORTED,Food Grade,SCN-6,98.62,1.38,1534.08
RECEIPT,1760.06,PP,WASHED,Unknown,SCN-5,100.0,0.0,1760.06
MANUFACTURING,297.92,FLAKE,PROCESSED,Grade B,SCN-4,99.45,0.55,296.28
BALING,665.47,PP,SORTED,Premium,SCN-1,99.59,0.41,662.75
BALING,696.45,PRODUCT,WASHED,Unknown,SCN-2,99.66,0.34,694.07
QUALITY_CONTROL,167.16,FLAKE,FLAKE,Food Grade,SCN-2,83.03,16.97,138.79
TRANSFER,196.94,PRODUCT,PROCESSED,Rejected,SCN-5,97.22,2.78,191.45
TRANSFER,855.97,PRODUCT,SORTED,Technical Grade,SCN-2,97.5,2.5,834.56
MIXING,92.86,PVC,PROCESSED,Technical Grade,SCN-4,95.18,4.82,88.38
QC_PASS,1065.66,MIXED,GRANULE,Food Grade,SCN-1,99.72,0.28,1062.63
INWARD,811.33,PET,FLAKE,Premium,SCN-1,99.54,0.46,807.57
QUALITY_CONTROL,845.06,PVC,RAW,Grade B,SCN-4,75.69,24.31,639.63
RECEIPT,50.0,PP,SORTED,Rejected,SCN-4,100.0,0.0,50.0
QUALITY_CONTROL,169.7,LDPE,PROCESSED,Grade C,SCN-1,85.57,14.43,145.22
PRODUCTION,799.39,FLAKE,PROCESSED,Unknown,SCN-1,96.78,3.22,773.64
PRODUCTION,390.9,PP,PROCESSED,Food Grade,SCN-6,99.28,0.72,388.08
RECYCLING,307.98,PVC,SORTED,Technical Grade,SCN-6,86.25,13.75,265.62
SEGREGATION,628.32,PET,GRANULE,Standard,SCN-6,90.09,9.91,566.03
WASHING,296.21,PET,RAW,Grade A,SCN-5,99.49,0.51,294.7
RECEIPT,596.81,HDPE,PROCESSED,Standard,SCN-3,99.93,0.07,596.4
RECYCLING,879.18,PVC,RAW,Grade A,SCN-6,90.88,9.12,798.97
RECYCLING,2284.01,HDPE,PROCESSED,Premium,SCN-4,97.5,2.5,2227.01
SEGREGATION,66.56,PVC,PROCESSED,Rejected,SCN-2,70.12,29.88,46.67
TRANSFER,2338.23,MIXED,FLAKE,Grade A,SCN-2,97.25,2.75,2273.95
QC_PASS,545.2,PP,FLAKE,Grade C,SCN-4,100.0,0.0,545.2
INWARD,600.81,MIXED,RAW,Technical Grade,SCN-6,99.94,0.06,600.48
INWARD,1083.08,PP,PROCESSED,Standard,SCN-4,99.65,0.35,1079.24
MANUFACTURING,433.65,PRODUCT,SORTED,Grade B,SCN-6,98.66,1.34,427.83
WASHING,196.99,HDPE,WASHED,Grade A,SCN-4,99.19,0.81,195.4
MIXING,665.6,LDPE,PROCESSED,Grade C,SCN-6,94.74,5.26,630.58
QUALITY_CONTROL,2142.2,PVC,FLAKE,Grade B,SCN-5,90.61,9.39,1941.0
INWARD,733.99,HDPE,FLAKE,Grade A,SCN-2,99.87,0.13,733.03
QC_FAIL,400.61,LDPE,PROCESSED,Grade C,SCN-5,0.0,100.0,0.0
SEGREGATION,751.45,MIXED,WASHED,Food Grade,SCN-3,83.91,16.09,630.51
WASHING,526.06,PVC,GRANULE,Rejected,SCN-1,84.92,15.08,446.72
QC_FAIL,580.1,PVC,SORTED,Technical Grade,SCN-6,0.1,99.9,0.59
PRODUCTION,272.82,PET,WASHED,Rejected,SCN-6,92.96,7.04,253.6
QC_FAIL,436.33,GRANULE,SORTED,Grade C,SCN-6,0.0,100.0,0.0
INWARD,354.29,PET,GRANULE,Grade C,SCN-1,99.57,0.43,352.78
TRANSFER,185.53,HDPE,GRANULE,Premium,SCN-3,100.0,0.0,185.53
RECEIPT,297.39,FLAKE,GRANULE,Rejected,SCN-6,99.79,0.21,296.77
PRODUCTION,399.83,LDPE,FLAKE,Food Grade,SCN-2,99.27,0.73,396.92
SEGREGATION,1319.02,PRODUCT,BALE,Food Grade,SCN-3,83.67,16.33,1103.63
TRANSFER,6119.29,PRODUCT,RAW,Technical Grade,SCN-3,96.9,3.1,5929.86
RECYCLING,1530.77,PET,GRANULE,Grade B,SCN-1,95.91,4.09,1468.1
PRODUCTION,222.61,FLAKE,FLAKE,Standard,SCN-1,99.55,0.45,221.6
PRODUCTION,3438.1,MIXED,WASHED,Grade A,SCN-3,93.21,6.79,3204.76
QC_PASS,803.68,GRANULE,WASHED,Standard,SCN-2,99.97,0.03,803.41
RECEIPT,894.78,MIXED,WASHED,Unknown,SCN-6,99.52,0.48,890.46
PRODUCTION,310.22,LDPE,GRANULE,Food Grade,SCN-3,97.14,2.86,301.34
RECYCLING,212.09,MIXED,SORTED,Grade A,SCN-4,91.58,8.42,194.24
BALING,391.77,LDPE,GRANULE,Grade B,SCN-1,97.67,2.33,382.63
QUALITY_CONTROL,1511.04,PVC,RAW,Food Grade,SCN-4,96.36,3.64,1455.98
RECEIPT,1367.54,PVC,RAW,Rejected,SCN-3,100.0,0.0,1367.54
PRODUCTION,813.35,PP,GRANULE,Technical Grade,SCN-3,95.63,4.37,777.79
WASHING,1995.75,PP,GRANULE,Food Grade,SCN-3,98.42,1.58,1964.16
RECYCLING,1176.09,PRODUCT,PROCESSED,Technical Grade,SCN-5,94.48,5.52,1111.17
QC_FAIL,2284.09,FLAKE,PROCESSED,Technical Grade,SCN-4,0.1,99.9,2.19
TRANSFER,5014.3,GRANULE,GRANULE,Technical Grade,SCN-6,100.0,0.0,5014.3
MANUFACTURING,921.31,PVC,GRANULE,Grade A,SCN-1,97.2,2.8,895.55
QC_FAIL,404.25,PET,WASHED,Standard,SCN-4,0.0,100.0,0.0
WASHING,4202.41,PVC,WASHED,Unknown,SCN-1,95.11,4.89,3996.97
QUALITY_CONTROL,280.68,HDPE,GRANULE,Grade B,SCN-1,80.0,20.0,224.55
INWARD,128.7,PVC,PROCESSED,Unknown,SCN-5,100.0,0.0,128.7
QC_FAIL,553.68,PRODUCT,PROCESSED,Grade C,SCN-2,0.07,99.93,0.4
PRODUCTION,676.47,MIXED,RAW,Grade A,SCN-6,92.96,7.04,628.83
MANUFACTURING,3683.83,PET,RAW,Grade C,SCN-6,93.62,6.38,3448.71
MIXING,641.73,LDPE,BALE,Technical Grade,SCN-3,94.76,5.24,608.12
MIXING,4050.25,MIXED,GRANULE,Unknown,SCN-4,95.1,4.9,3851.97
WASHING,661.47,FLAKE,WASHED,Standard,SCN-1,95.86,4.14,634.06
RECYCLING,1556.54,GRANULE,RAW,Unknown,SCN-1,97.67,2.33,1520.23
SEGREGATION,1237.28,PVC,GRANULE,Grade A,SCN-1,89.16,10.84,1103.2
TRANSFER,4852.63,PVC,PROCESSED,Premium,SCN-2,98.67,1.33,4788.01
BALING,1965.18,LDPE,SORTED,Grade A,SCN-6,100.0,0.0,1965.18
QC_PASS,1074.23,FLAKE,RAW,Premium,SCN-2,100.0,0.0,1074.23
PRODUCTION,476.36,FLAKE,WASHED,Grade C,SCN-2,96.33,3.67,458.86
QC_PASS,2591.82,PP,WASHED,Technical Grade,SCN-6,100.0,0.0,2591.82
QC_FAIL,2665.64,PET,BALE,Standard,SCN-2,0.0,100.0,0.0
PRODUCTION,466.39,PRODUCT,WASHED,Technical Grade,SCN-2,93.83,6.17,437.6
QUALITY_CONTROL,350.81,PET,GRANULE,Grade C,SCN-4,82.83,17.17,290.57
SEGREGATION,472.34,GRANULE,WASHED,Unknown,SCN-6,92.19,7.81,435.46
QUALITY_CONTROL,667.87,PET,SORTED,Grade C,SCN-2,75.67,24.33,505.35
RECEIPT,954.51,LDPE,WASHED,Rejected,SCN-4,100.0,0.0,954.51
SEGREGATION,3884.26,PP,BALE,Grade B,SCN-4,84.55,15.45,3284.01
RECYCLING,157.36,LDPE,GRANULE,Grade C,SCN-5,90.39,9.61,142.24
QC_FAIL,64.75,PP,SORTED,Grade B,SCN-4,0.23,99.77,0.15
TRANSFER,492.01,MIXED,PROCESSED,Rejected,SCN-1,96.55,3.45,475.04
MANUFACTURING,4020.94,PRODUCT,PROCESSED,Unknown,SCN-2,99.43,0.57,3998.08
MIXING,554.74,PVC,PROCESSED,Grade C,SCN-4,95.01,4.99,527.07
TRANSFER,189.6,MIXED,WASHED,Unknown,SCN-5,97.08,2.92,184.06
QUALITY_CONTROL,1364.01,PRODUCT,GRANULE,Unknown,SCN-2,92.18,7.82,1257.28
QC_PASS,6930.27,MIXED,PROCESSED,Standard,SCN-4,99.55,0.45,6899.11
PRODUCTION,573.51,MIXED,SORTED,Grade B,SCN-1,92.79,7.21,532.15
MIXING,206.1,FLAKE,WASHED,Premium,SCN-4,99.56,0.44,205.19
BALING,569.32,MIXED,BALE,Grade B,SCN-4,98.27,1.73,559.45
INWARD,520.15,HDPE,RAW,Premium,SCN-2,99.97,0.03,519.99
QC_FAIL,1302.49,LDPE,SORTED,Grade B,SCN-5,0.12,99.88,1.58
MANUFACTURING,1657.39,MIXED,RAW,Grade C,SCN-2,92.32,7.68,1530.04
WASHING,201.1,FLAKE,SORTED,Grade A,SCN-2,98.9,1.1,198.88
RECYCLING,346.32,FLAKE,FLAKE,Standard,SCN-3,97.81,2.19,338.74
MIXING,152.29,PP,BALE,Technical Grade,SCN-2,98.81,1.19,150.47
MIXING,432.19,PET,FLAKE,Unknown,SCN-4,100.0,0.0,432.19
RECEIPT,130.15,PET,RAW,Grade B,SCN-3,99.61,0.39,129.64
RECYCLING,622.82,GRANULE,WASHED,Unknown,SCN-1,98.18,1.82,611.5
RECYCLING,248.57,FLAKE,FLAKE,Technical Grade,SCN-2,91.05,8.95,226.31
MANUFACTURING,1211.48,FLAKE,SORTED,Unknown,SCN-3,99.3,0.7,1203.05
SEGREGATION,293.83,HDPE,BALE,Food Grade,SCN-4,89.3,10.7,262.4
QUALITY_CONTROL,1017.36,MIXED,SORTED,Grade C,SCN-6,71.69,28.31,729.33
MIXING,294.85,MIXED,SORTED,Food Grade,SCN-6,94.54,5.46,278.75
RECEIPT,506.47,GRANULE,RAW,Grade A,SCN-3,100.0,0.0,506.47
TRANSFER,617.24,PP,SORTED,Unknown,SCN-1,99.99,0.01,617.19
QC_FAIL,233.67,MIXED,WASHED,Technical Grade,SCN-6,0.0,100.0,0.0
WASHING,484.03,PP,WASHED,Rejected,SCN-2,84.75,15.25,410.22
TRANSFER,1501.4,PP,BALE,Standard,SCN-5,100.0,0.0,1501.4
TRANSFER,254.67,GRANULE,BALE,Food Grade,SCN-6,99.51,0.49,253.42
BALING,85.63,GRANULE,PROCESSED,Grade A,SCN-1,99.9,0.1,85.55
QC_FAIL,820.82,HDPE,FLAKE,Grade B,SCN-4,0.0,100.0,0.0
MIXING,963.01,PET,SORTED,Unknown,SCN-5,100.0,0.0,963.01
PRODUCTION,1405.17,PRODUCT,PROCESSED,Rejected,SCN-1,93.08,6.92,1307.93
QC_PASS,724.43,GRANULE,SORTED,Grade B,SCN-2,100.0,0.0,724.43
TRANSFER,500.26,PVC,BALE,Premium,SCN-1,99.11,0.89,495.82
SEGREGATION,3106.87,LDPE,RAW,Premium,SCN-1,97.76,2.24,3037.17
BALING,1841.17,PVC,PROCESSED,Technical Grade,SCN-6,97.73,2.27,1799.4
QC_PASS,678.16,PRODUCT,BALE,Rejected,SCN-5,100.0,0.0,678.16
WASHING,204.07,MIXED,BALE,Grade A,SCN-4,94.42,5.58,192.68
QUALITY_CONTROL,194.0,GRANULE,BALE,Food Grade,SCN-5,90.34,9.66,175.25
MANUFACTURING,50.0,MIXED,SORTED,Rejected,SCN-6,91.67,8.33,45.83
PRODUCTION,880.18,MIXED,GRANULE,Standard,SCN-3,93.29,6.71,821.15
BALING,4690.33,GRANULE,RAW,Unknown,SCN-5,100.0,0.0,4690.33
MIXING,1044.08,PET,PROCESSED,Grade C,SCN-5,94.72,5.28,988.96
RECEIPT,671.0,FLAKE,BALE,Unknown,SCN-5,99.92,0.08,670.48
MIXING,700.08,FLAKE,WASHED,Grade C,SCN-6,95.66,4.34,669.71
MANUFACTURING,320.94,LDPE,GRANULE,Unknown,SCN-3,95.58,4.42,306.76
MANUFACTURING,547.33,LDPE,PROCESSED,Premium,SCN-5,99.84,0.16,546.47
BALING,1224.18,PVC,WASHED,Rejected,SCN-1,97.73,2.27,1196.39
BALING,531.26,PET,FLAKE,Unknown,SCN-4,99.52,0.48,528.69
QUALITY_CONTROL,1358.46,PP,PROCESSED,Food Grade,SCN-5,93.81,6.19,1274.39
MANUFACTURING,517.58,PP,SORTED,Grade B,SCN-2,97.6,2.4,505.14
PRODUCTION,1634.57,PRODUCT,FLAKE,Grade A,SCN-4,99.59,0.41,1627.92
QC_FAIL,1660.6,PET,BALE,Standard,SCN-2,0.0,100.0,0.0
QC_PASS,585.21,HDPE,WASHED,Unknown,SCN-1,99.82,0.18,584.16
RECEIPT,2219.63,HDPE,RAW,Grade B,SCN-6,99.72,0.28,2213.36
BALING,1017.85,PP,BALE,Rejected,SCN-3,98.32,1.68,1000.78
QUALITY_CONTROL,1198.17,FLAKE,PROCESSED,Rejected,SCN-4,50.46,49.54,604.61
WASHING,679.26,MIXED,SORTED,Food Grade,SCN-6,92.88,7.12,630.91
PRODUCTION,774.61,LDPE,RAW,Grade B,SCN-2,95.18,4.82,737.29
QC_PASS,1126.53,MIXED,PROCESSED,Grade B,SCN-2,99.65,0.35,1122.55
BALING,395.99,PET,FLAKE,Grade B,SCN-4,99.83,0.17,395.31
QUALITY_CONTROL,296.41,MIXED,RAW,Food Grade,SCN-2,82.35,17.65,244.1
WASHING,1929.91,PET,RAW,Grade B,SCN-5,98.95,1.05,1909.61
PRODUCTION,679.47,PP,PROCESSED,Grade A,SCN-2,99.49,0.51,676.03
QC_FAIL,249.52,PP,GRANULE,Premium,SCN-3,0.32,99.68,0.81
PRODUCTION,416.92,PET,WASHED,Unknown,SCN-4,100.0,0.0,416.9
RECYCLING,1720.11,PVC,GRANULE,Grade A,SCN-2,93.43,6.57,1607.06
SEGREGATION,250.04,PP,RAW,Premium,SCN-5,96.97,3.03,242.46
PRODUCTION,870.15,GRANULE,PROCESSED,Technical Grade,SCN-2,99.08,0.92,862.13
TRANSFER,152.79,LDPE,BALE,Grade B,SCN-3,96.57,3.43,147.55
QUALITY_CONTROL,613.07,LDPE,FLAKE,Grade C,SCN-2,74.07,25.93,454.09
QUALITY_CONTROL,506.92,LDPE,BALE,Technical Grade,SCN-1,76.48,23.52,387.7
WASHING,5945.89,LDPE,RAW,Grade C,SCN-6,88.47,11.53,5260.34
MIXING,2441.89,GRANULE,BALE,Technical Grade,SCN-5,99.66,0.34,2433.48
QC_PASS,1007.04,LDPE,RAW,Unknown,SCN-1,99.95,0.05,1006.59
TRANSFER,716.79,PRODUCT,WASHED,Grade A,SCN-4,99.97,0.03,716.53
QUALITY_CONTROL,558.72,GRANULE,PROCESSED,Grade B,SCN-4,88.6,11.4,495.0
QUALITY_CONTROL,260.79,FLAKE,RAW,Technical Grade,SCN-1,62.65,37.35,163.39
BALING,1668.54,GRANULE,GRANULE,Grade B,SCN-4,100.0,0.0,1668.54
RECYCLING,624.17,PET,SORTED,Grade B,SCN-2,96.33,3.67,601.29
WASHING,98.17,PP,PROCESSED,Premium,SCN-5,98.93,1.07,97.12
TRANSFER,882.0,GRANULE,WASHED,Technical Grade,SCN-4,99.64,0.36,878.8
QC_PASS,2848.81,LDPE,WASHED,Grade A,SCN-2,99.83,0.17,2844.08
SEGREGATION,644.87,GRANULE,GRANULE,Rejected,SCN-5,70.3,29.7,453.34
RECEIPT,1776.11,PVC,RAW,Rejected,SCN-4,99.96,0.04,1775.37
QC_PASS,6799.97,PP,WASHED,Grade B,SCN-1,100.0,0.0,6799.97
RECYCLING,379.76,LDPE,FLAKE,Premium,SCN-5,97.92,2.08,371.88
TRANSFER,284.74,HDPE,GRANULE,Technical Grade,SCN-1,96.81,3.19,275.65
BALING,491.94,FLAKE,GRANULE,Grade B,SCN-2,99.96,0.04,491.74
QUALITY_CONTROL,1308.45,GRANULE,FLAKE,Premium,SCN-6,90.21,9.79,1180.33
QC_PASS,613.36,PET,PROCESSED,Grade B,SCN-1,99.88,0.12,612.64
SEGREGATION,840.68,FLAKE,GRANULE,Grade C,SCN-1,87.81,12.19,738.23
MIXING,915.65,PP,SORTED,Premium,SCN-2,99.57,0.43,911.72
RECEIPT,111.27,MIXED,RAW,Standard,SCN-5,100.0,0.0,111.27
RECYCLING,456.44,HDPE,WASHED,Technical Grade,SCN-3,91.87,8.13,419.35
WASHING,899.96,PP,BALE,Standard,SCN-4,96.09,3.91,864.81
BALING,101.49,MIXED,SORTED,Technical Grade,SCN-4,97.83,2.17,99.29
BALING,1108.61,HDPE,FLAKE,Rejected,SCN-2,98.45,1.55,1091.48
MANUFACTURING,641.85,PRODUCT,FLAKE,Rejected,SCN-4,92.11,7.89,591.2
WASHING,1068.05,FLAKE,RAW,Technical Grade,SCN-5,92.39,7.61,986.81
RECEIPT,975.97,PET,FLAKE,Premium,SCN-5,100.0,0.0,975.97
PRODUCTION,293.8,PVC,BALE,Premium,SCN-6,98.48,1.52,289.33
QUALITY_CONTROL,1485.29,LDPE,WASHED,Technical Grade,SCN-3,90.56,9.44,1345.02
INWARD,581.64,PET,FLAKE,Grade A,SCN-6,99.64,0.36,579.55
BALING,210.22,HDPE,SORTED,Standard,SCN-1,99.36,0.64,208.86
BALING,1699.2,LDPE,GRANULE,Food Grade,SCN-1,100.0,0.0,1699.2
MANUFACTURING,1538.39,FLAKE,BALE,Standard,SCN-6,99.99,0.01,1538.27
TRANSFER,406.61,FLAKE,PROCESSED,Premium,SCN-6,99.89,0.11,406.16
PRODUCTION,10000.0,HDPE,PROCESSED,Grade A,SCN-4,99.29,0.71,9929.35
RECYCLING,972.36,HDPE,FLAKE,Unknown,SCN-5,91.7,8.3,891.67
MANUFACTURING,2467.99,LDPE,PROCESSED,Grade C,SCN-3,91.88,8.12,2267.64
RECYCLING,831.96,HDPE,FLAKE,Premium,SCN-5,97.29,2.71,809.38
WASHING,1616.06,HDPE,WASHED,Grade C,SCN-5,90.91,9.09,1469.19
PRODUCTION,3346.21,PP,GRANULE,Grade C,SCN-1,94.53,5.47,3163.06
WASHING,496.73,PET,PROCESSED,Grade B,SCN-6,99.36,0.64,493.55
QUALITY_CONTROL,1149.71,PP,RAW,Grade C,SCN-1,85.99,14.01,988.62
QC_PASS,2275.58,PRODUCT,GRANULE,Food Grade,SCN-6,100.0,0.0,2275.58
QUALITY_CONTROL,1187.54,PVC,RAW,Rejected,SCN-4,49.68,50.32,589.99
QC_FAIL,1916.05,PET,FLAKE,Unknown,SCN-2,0.34,99.66,6.55
RECYCLING,346.99,PRODUCT,PROCESSED,Standard,SCN-3,93.77,6.23,325.38
TRANSFER,858.67,HDPE,SORTED,Unknown,SCN-3,98.37,1.63,844.71
MANUFACTURING,220.01,LDPE,GRANULE,Rejected,SCN-6,91.65,8.35,201.64
PRODUCTION,1507.02,PRODUCT,RAW,Technical Grade,SCN-5,93.36,6.64,1406.94
QC_FAIL,1050.15,MIXED,WASHED,Grade B,SCN-5,0.0,100.0,0.0
TRANSFER,361.92,FLAKE,PROCESSED,Unknown,SCN-6,99.68,0.32,360.77
BALING,226.02,PRODUCT,WASHED,Premium,SCN-6,100.0,0.0,226.02
SEGREGATION,50.0,HDPE,RAW,Grade C,SCN-3,90.72,9.28,45.36
INWARD,1056.25,PVC,WASHED,Grade C,SCN-1,100.0,0.0,1056.25
BALING,935.38,PET,SORTED,Standard,SCN-3,100.0,0.0,935.38
